serial_number_tim,serial_number_forn,createdBy,createdAt,updatedBy,updatedAt,num_consegna,workrequestid,externalrefid,associated_at,associated_by,causale,anomalia,status,wr_prodotti,cod_terr_sap,cod_nmu,codice_impresa_name,impianto,impianto_regman,status_regman,sent_to_sap,cod_proj,mac_address,serial_number_cpe,cod_terr_sap_mos,check_NMU,desc_nmu,tipo_task,flag_olo,check_u0009t,importo_u0009t,NMU WR,tipo_inserimento,client_type,data_completamento_wr,area,codice_riscontro,codice_impresa_utilizzo,descr_impresa_utilizzo,tipo_famiglia,cod_gruppo_tec,File Allegato,contatore,causale_addebito,note_addebito,post_delivery,wr_collaudo_one,impianto_collaudo_one,data_collaudo_one,status_collaudo_one,equivalenza_prod_applicabile,validated_at,validated_by,reverse,note,one_step,approved_at,approved_by
%R091785631N0225103M9P,ZTEEGANR2F01920,SAP File,2025-05-20T05:03:40.578Z,SAP File,2025-05-20T05:03:40.578Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75C997,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103M73,ZTEEGANR2F01826,SAP File,2025-05-20T05:03:40.536Z,SAP File,2025-05-20T05:03:40.536Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75C81F,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103LEW,ZTEEGANR2F00811,SAP File,2025-05-20T05:03:40.496Z,SAP File,2025-05-20T05:03:40.496Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B843,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103LE1,ZTEEGANR2F00780,SAP File,2025-05-20T05:03:40.454Z,SAP File,2025-05-20T05:03:40.454Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B7C7,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103LDT,ZTEEGANR2F00772,SAP File,2025-05-20T05:03:40.406Z,SAP File,2025-05-20T05:03:40.406Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B7A7,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103LD1,ZTEEGANR2F00744,SAP File,2025-05-20T05:03:40.364Z,SAP File,2025-05-20T05:03:40.364Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B737,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103LC3,ZTEEGANR2F00710,SAP File,2025-05-20T05:03:40.324Z,SAP File,2025-05-20T05:03:40.324Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B6AF,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103LC1,ZTEEGANR2F00708,SAP File,2025-05-20T05:03:40.281Z,SAP File,2025-05-20T05:03:40.281Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B6A7,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103L9Z,ZTEEGANR2F00634,SAP File,2025-05-20T05:03:40.239Z,SAP File,2025-05-20T05:03:40.239Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B57F,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103L9V,ZTEEGANR2F00630,SAP File,2025-05-20T05:03:40.194Z,SAP File,2025-05-20T05:03:40.194Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B56F,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103L9P,ZTEEGANR2F00624,SAP File,2025-05-20T05:03:40.151Z,SAP File,2025-05-20T05:03:40.151Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B557,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103L9M,ZTEEGANR2F00621,SAP File,2025-05-20T05:03:40.110Z,SAP File,2025-05-20T05:03:40.110Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B54B,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103L9K,ZTEEGANR2F00619,SAP File,2025-05-20T05:03:40.068Z,SAP File,2025-05-20T05:03:40.068Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B543,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103L9H,ZTEEGANR2F00616,SAP File,2025-05-20T05:03:40.027Z,SAP File,2025-05-20T05:03:40.027Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B537,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103L9F,ZTEEGANR2F00614,SAP File,2025-05-20T05:03:39.968Z,SAP File,2025-05-20T05:03:39.968Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B52F,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103L9D,ZTEEGANR2F00612,SAP File,2025-05-20T05:03:39.930Z,SAP File,2025-05-20T05:03:39.930Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B527,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103L9C,ZTEEGANR2F00611,SAP File,2025-05-20T05:03:39.886Z,SAP File,2025-05-20T05:03:39.886Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B523,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103L99,ZTEEGANR2F00608,SAP File,2025-05-20T05:03:39.843Z,SAP File,2025-05-20T05:03:39.843Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B517,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103L95,ZTEEGANR2F00604,SAP File,2025-05-20T05:03:39.804Z,SAP File,2025-05-20T05:03:39.804Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B507,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103L94,ZTEEGANR2F00603,SAP File,2025-05-20T05:03:39.763Z,SAP File,2025-05-20T05:03:39.763Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B503,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103L93,ZTEEGANR2F00602,SAP File,2025-05-20T05:03:39.719Z,SAP File,2025-05-20T05:03:39.719Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B4FF,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103L92,ZTEEGANR2F00601,SAP File,2025-05-20T05:03:39.666Z,SAP File,2025-05-20T05:03:39.666Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B4FB,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103L8Z,ZTEEGANR2F00598,SAP File,2025-05-20T05:03:39.627Z,SAP File,2025-05-20T05:03:39.627Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B4EF,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103L8X,ZTEEGANR2F00596,SAP File,2025-05-20T05:03:39.582Z,SAP File,2025-05-20T05:03:39.582Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B4E7,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103L8U,ZTEEGANR2F00593,SAP File,2025-05-20T05:03:39.541Z,SAP File,2025-05-20T05:03:39.541Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B4DB,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103L8P,ZTEEGANR2F00588,SAP File,2025-05-20T05:03:39.502Z,SAP File,2025-05-20T05:03:39.502Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B4C7,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103L86,ZTEEGANR2F00569,SAP File,2025-05-20T05:03:39.375Z,SAP File,2025-05-20T05:03:39.375Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B47B,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103L7Y,ZTEEGANR2F00561,SAP File,2025-05-20T05:03:39.331Z,SAP File,2025-05-20T05:03:39.331Z,8403078031,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D75B45B,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55779760N012241ZG7S,391967502041102301,SAP File,2025-05-17T05:02:47.092Z,SAP File,2025-05-17T05:02:47.092Z,8403078782,,,,,,,Attribuito,false,IMSUS014,779760,,,,NO DISCOVERATO SU REGMAN,,,EC937D69FDB6,,,,TECHNICOLOR BASIC STB JADE,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%5393787081N04251A1547,224C1T4003157,SAP File,2025-05-17T05:02:46.541Z,SAP File,2025-05-17T05:02:46.541Z,8403078022,,,,,,,Attribuito,false,IMSUS014,787081,,,,NO DISCOVERATO SU REGMAN,,,EC750C710C88,,,,FW TP Link XB 432V WIND3HUB,,,,,,,,,,,,,Router,106,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0225104MIY,ZTE0QTFR2636356,SAP File,2025-05-15T04:59:54.269Z,SAP File,2025-05-15T04:59:54.269Z,8403076177,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B244DF3A6,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0225104MIX,ZTE0QTFR2636337,SAP File,2025-05-15T04:59:54.227Z,SAP File,2025-05-15T04:59:54.227Z,8403076177,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B244DF334,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0225104MIW,ZTE0QTFR2636343,SAP File,2025-05-15T04:59:54.181Z,SAP File,2025-05-15T04:59:54.181Z,8403076177,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B244DF358,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0225104MIV,ZTE0QTFR2636334,SAP File,2025-05-15T04:59:54.140Z,SAP File,2025-05-15T04:59:54.140Z,8403076177,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B244DF322,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0225104MIU,ZTE0QTFR2636342,SAP File,2025-05-15T04:59:54.099Z,SAP File,2025-05-15T04:59:54.099Z,8403076177,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B244DF352,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0225104MIT,ZTE0QTFR2636339,SAP File,2025-05-15T04:59:54.059Z,SAP File,2025-05-15T04:59:54.059Z,8403076177,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B244DF340,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0225104MIS,ZTE0QTFR2636351,SAP File,2025-05-15T04:59:54.014Z,SAP File,2025-05-15T04:59:54.014Z,8403076177,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B244DF388,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0225104MIR,ZTE0QTFR2636354,SAP File,2025-05-15T04:59:53.975Z,SAP File,2025-05-15T04:59:53.975Z,8403076177,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B244DF39A,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0225104MIQ,ZTE0QTFR2636438,SAP File,2025-05-15T04:59:53.897Z,SAP File,2025-05-15T04:59:53.897Z,8403076177,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B244DF592,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0225104MIP,ZTE0QTFR2636340,SAP File,2025-05-15T04:59:53.851Z,SAP File,2025-05-15T04:59:53.851Z,8403076177,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B244DF346,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0225104MIO,ZTE0QTFR2636434,SAP File,2025-05-15T04:59:53.810Z,SAP File,2025-05-15T04:59:53.810Z,8403076177,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B244DF57A,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0225104MIN,ZTE0QTFR2636478,SAP File,2025-05-15T04:59:53.770Z,SAP File,2025-05-15T04:59:53.770Z,8403076177,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B244DF682,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55779760N012241ZAUN,391967502036101262,SAP File,2025-05-15T04:59:53.690Z,SAP File,2025-05-15T04:59:53.690Z,8403075939,,,,,,,Attribuito,false,IMSUS014,779760,,,,NO DISCOVERATO SU REGMAN,,,EC937D6980D4,,,,TECHNICOLOR BASIC STB JADE,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55779760N012241ZSG0,391967502047101707,SAP File,2025-05-13T04:58:21.846Z,SAP File,2025-05-13T04:58:21.846Z,8403074047,,,,,,,Attribuito,false,IMSUS014,779760,,,,NO DISCOVERATO SU REGMAN,,,EC937D6AB464,,,,TECHNICOLOR BASIC STB JADE,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325105F72,ZTE0QTFR3638724,SAP File,2025-05-13T04:58:21.442Z,SAP File,2025-05-13T04:58:21.442Z,8403073680,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24BF22F0,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325105F71,ZTE0QTFR3638571,SAP File,2025-05-13T04:58:21.399Z,SAP File,2025-05-13T04:58:21.399Z,8403073680,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24BF1F5A,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325105F3E,ZTE0QTFR3638641,SAP File,2025-05-13T04:58:20.570Z,SAP File,2025-05-13T04:58:20.570Z,8403073680,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24BF20FE,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325105F3D,ZTE0QTFR3638936,SAP File,2025-05-13T04:58:20.519Z,SAP File,2025-05-13T04:58:20.519Z,8403073680,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24BF27E8,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325105F3C,ZTE0QTFR3639012,SAP File,2025-05-13T04:58:20.474Z,SAP File,2025-05-13T04:58:20.474Z,8403073680,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24BF29B0,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325105F3B,ZTE0QTFR3638655,SAP File,2025-05-13T04:58:20.422Z,SAP File,2025-05-13T04:58:20.422Z,8403073680,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24BF2152,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325105F3A,ZTE0QTFR3638669,SAP File,2025-05-13T04:58:20.371Z,SAP File,2025-05-13T04:58:20.371Z,8403073680,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24BF21A6,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325105F39,ZTE0QTFR3638709,SAP File,2025-05-13T04:58:20.327Z,SAP File,2025-05-13T04:58:20.327Z,8403073680,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24BF2296,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325105F38,ZTE0QTFR3638783,SAP File,2025-05-13T04:58:20.280Z,SAP File,2025-05-13T04:58:20.280Z,8403073680,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24BF2452,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325105F37,ZTE0QTFR3638703,SAP File,2025-05-13T04:58:20.226Z,SAP File,2025-05-13T04:58:20.226Z,8403073680,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24BF2272,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325105F36,ZTE0QTFR3638684,SAP File,2025-05-13T04:58:20.184Z,SAP File,2025-05-13T04:58:20.184Z,8403073680,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24BF2200,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325105F35,ZTE0QTFR3638679,SAP File,2025-05-13T04:58:20.139Z,SAP File,2025-05-13T04:58:20.139Z,8403073680,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24BF21E2,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325105F34,ZTE0QTFR3638786,SAP File,2025-05-13T04:58:20.094Z,SAP File,2025-05-13T04:58:20.094Z,8403073680,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24BF2464,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325105F33,ZTE0QTFR3638692,SAP File,2025-05-13T04:58:20.024Z,SAP File,2025-05-13T04:58:20.024Z,8403073680,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24BF2230,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55779760N122141WTCR,391967501516102882,SAP File,2025-05-08T04:59:37.714Z,SAP File,2025-05-08T04:59:37.714Z,8403069735,,,,,,,Attribuito,false,IMSUS014,779760,,,,NO DISCOVERATO SU REGMAN,,,EC937D5DF1AC,,,,TECHNICOLOR BASIC STB JADE,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325105FP2,ZTE0QTFR3638195,SAP File,2025-05-08T04:59:36.887Z,SAP File,2025-05-08T04:59:36.887Z,8403069460,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24BF168A,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325105FP1,ZTE0QTFR3638381,SAP File,2025-05-08T04:59:36.836Z,SAP File,2025-05-08T04:59:36.836Z,8403069460,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24BF1AE6,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325105FP0,ZTE0QTFR3637955,SAP File,2025-05-08T04:59:36.784Z,SAP File,2025-05-08T04:59:36.784Z,8403069460,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24BF10EA,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325105FOZ,ZTE0QTFR3637958,SAP File,2025-05-08T04:59:36.738Z,SAP File,2025-05-08T04:59:36.738Z,8403069460,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24BF10FC,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325105FOY,ZTE0QTFR3637962,SAP File,2025-05-08T04:59:36.688Z,SAP File,2025-05-08T04:59:36.688Z,8403069460,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24BF1114,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325105FOX,ZTE0QTFR3637956,SAP File,2025-05-08T04:59:36.639Z,SAP File,2025-05-08T04:59:36.639Z,8403069460,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24BF10F0,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
